"id","name","business_status","formatted_address","city","website","geometry_location_lat","geometry_location_lng","geometry_viewport_northeast_lat","geometry_viewport_northeast_lng","geometry_viewport_southwest_lat","geometry_viewport_southwest_lng","opening_hours_open_now","place_id","plus_code_compound_code","plus_code_global_code","price_level","rating","reference","types","user_ratings_total","normalized_name","master_business_id"
1085,"Rajdhani Sweets & Restaurant, Burlington","OPERATIONAL","4040 Palladium Way Unit # 4, Burlington, ON L7M 0V6, Canada"," Burlington","https://www.rajdhani.ca/","43.39651000","-79.82900000","43.39784000","-79.82760000","43.39514000","-79.83030000",False,"ChIJGY_SDzRhK4gRp6HJeDXVpT0","95WC+J9 Burlington, Ontario","87M295WC+J9",2,"4.7","ChIJGY_SDzRhK4gRp6HJeDXVpT0","restaurant",469,"rajdhani sweets & restaurant, burlington",586
1086,"Cora","OPERATIONAL","2455 Appleby Line, Burlington, ON L7L 0B6, Canada"," Burlington",NULL,"43.40481000","-79.80490000","43.40611000","-79.80360000","43.40341000","-79.80630000",True,"ChIJ6WxArTdhK4gR3-0CKUQ_zpk","C53W+W2 Burlington, Ontario","87M2C53W+W2",2,"4.0","ChIJ6WxArTdhK4gR3-0CKUQ_zpk","restaurant",609,"cora",368
1087,"Baskin Robbins","OPERATIONAL","3450 Dundas St Unit B-2B, Burlington, ON L7M 4B8, Canada"," Burlington","https://www.baskinrobbins.ca/","43.39037000","-79.82440000","43.39177000","-79.82300000","43.38907000","-79.82570000",False,"ChIJo6tekDJhK4gRSOctEZtVRmQ","95RG+46 Burlington, Ontario","87M295RG+46",2,"4.6","ChIJo6tekDJhK4gRSOctEZtVRmQ","food",114,"baskin robbins",514
1088,"The Chopped Leaf","OPERATIONAL","2535 Appleby Line A2, Burlington, ON L7L 0B6, Canada"," Burlington","https://www.choppedleaf.ca/","43.40752000","-79.80620000","43.40894000","-79.80480000","43.40624000","-79.80750000",False,"ChIJXyI14zZhK4gRPmES3thTxQk","C55V+2G Burlington, Ontario","87M2C55V+2G",2,"4.3","ChIJXyI14zZhK4gRPmES3thTxQk","meal_delivery",182,"the chopped leaf",402
1089,"Freshii","OPERATIONAL","777 Guelph Line, Burlington, ON L7R 3N2, Canada"," Burlington","https://www.freshii.com/","43.34851000","-79.79360000","43.34962000","-79.79270000","43.34692000","-79.79630000",False,"ChIJe1u7dg5hK4gR8YCEP5oncB0","86X4+CH Burlington, Ontario","87M286X4+CH",2,"4.0","ChIJe1u7dg5hK4gR8YCEP5oncB0","restaurant",221,"freshii",387
1090,"Freshii","OPERATIONAL","2475 Appleby Line, Burlington, ON L7L 0B6, Canada"," Burlington","https://www.freshii.com/","43.40586000","-79.80610000","43.40722000","-79.80480000","43.40452000","-79.80750000",False,"ChIJweHeWs1hK4gRkJJgW3gBkF0","C54V+8H Burlington, Ontario","87M2C54V+8H",2,"4.0","ChIJweHeWs1hK4gRkJJgW3gBkF0","restaurant",131,"freshii",387
1091,"Montfort Mediterranean Grill - Brant St.","OPERATIONAL","796 Brant St, Burlington, ON L7R 2J2, Canada"," Burlington","https://www.montfortgrill.com/","43.33364000","-79.81020000","43.33504000","-79.80890000","43.33234000","-79.81160000",False,"ChIJlXUqUx6eLIgRe0qYWviP5f4","85MQ+FW Burlington, Ontario","87M285MQ+FW",2,"4.3","ChIJlXUqUx6eLIgRe0qYWviP5f4","restaurant",1235,"montfort mediterranean grill - brant st.",244
1092,"The Chopped Leaf","OPERATIONAL","900 Maple Ave, Burlington, ON L7S 2J8, Canada"," Burlington","https://www.choppedleaf.ca/","43.32585000","-79.82080000","43.32663000","-79.81900000","43.32393000","-79.82170000",False,"ChIJU_6HQxefLIgRJnE8OltNMEs","85GH+8M Burlington, Ontario","87M285GH+8M",2,"2.6","ChIJU_6HQxefLIgRJnE8OltNMEs","meal_delivery",36,"the chopped leaf",402
1093,"Freshii","OPERATIONAL","728 Burloak Dr, Burlington, ON L6L 0C4, Canada"," Burlington","https://www.freshii.com/","43.38819000","-79.74800000","43.38958000","-79.74660000","43.38688000","-79.74930000",False,"ChIJda_QfKJgK4gRe01WjxhEn7s","97Q2+7R Burlington, Ontario","87M297Q2+7R",2,"3.8","ChIJda_QfKJgK4gRe01WjxhEn7s","restaurant",229,"freshii",387
1094,"Paramount Middle Eastern Kitchen","OPERATIONAL","2535 Appleby Line, Burlington, ON L7L 0B6, Canada"," Burlington","https://www.paramountfinefoods.com/","43.40758000","-79.80630000","43.40898000","-79.80480000","43.40628000","-79.80750000",False,"ChIJW4J_5DVhK4gRvrG63em5sXw","C55V+2F Burlington, Ontario","87M2C55V+2F",2,"3.8","ChIJW4J_5DVhK4gRvrG63em5sXw","restaurant",1007,"paramount middle eastern kitchen",50
1095,"Firehouse Subs Burlington Brant & QEW","OPERATIONAL","1220 Brant St #2C, Burlington, ON L7P 1X8, Canada"," Burlington","https://www.firehousesubs.ca/","43.34356000","-79.82580000","43.34494000","-79.82440000","43.34224000","-79.82710000",False,"ChIJJXF_r3hhK4gR1-Una40DMNw","85VF+CM Burlington, Ontario","87M285VF+CM",2,"4.1","ChIJJXF_r3hhK4gR1-Una40DMNw","restaurant",52,"firehouse subs burlington brant & qew",72
1096,"Firehouse Subs Appleby Crossing","OPERATIONAL","2301 Appleby Line, Burlington, ON L7L 0J3, Canada"," Burlington","https://www.firehousesubs.ca/","43.40400000","-79.80320000","43.40532000","-79.80190000","43.40262000","-79.80460000",False,"ChIJKZfm6l1hK4gRE714FML4KFE","C53W+JP Burlington, Ontario","87M2C53W+JP",2,"4.4","ChIJKZfm6l1hK4gRE714FML4KFE","restaurant",389,"firehouse subs appleby crossing",72
1097,"Philthy Philly's Burlington","OPERATIONAL","2405 Fairview St #2, Burlington, ON L7R 2E4, Canada"," Burlington","https://www.philthyphillys.com/","43.34611000","-79.79970000","43.34730000","-79.79810000","43.34460000","-79.80080000",False,"ChIJF70N0UNhK4gRdMJAnodi88U","86W2+C4 Burlington, Ontario","87M286W2+C4",2,"4.6","ChIJF70N0UNhK4gRdMJAnodi88U","restaurant",369,"philthy philly's burlington",350
1098,"Denninger's Burlington","OPERATIONAL","777 Guelph Line M015, Burlington, ON L7R 3N2, Canada"," Burlington","https://www.denningers.com/","43.34702000","-79.79460000","43.34839000","-79.79290000","43.34569000","-79.79560000",False,"ChIJOT8Uwc9hK4gRWu_oF1yj4nM","86W4+R4 Burlington, Ontario","87M286W4+R4",2,"4.6","ChIJOT8Uwc9hK4gRWu_oF1yj4nM","supermarket",1901,"denninger's burlington",782
1099,"Farm Boy","OPERATIONAL","3061 Walkers Line, Burlington, ON L7M 0W3, Canada"," Burlington","https://www.farmboy.ca/","43.39352000","-79.82450000","43.39487000","-79.82320000","43.39217000","-79.82590000",True,"ChIJWdE7O0BhK4gROZCLFamGPps","95VG+C3 Burlington, Ontario","87M295VG+C3",2,"4.5","ChIJWdE7O0BhK4gROZCLFamGPps","grocery_or_supermarket",659,"farm boy",460
1100,"Montfort Mediterranean Grill - Burloak","OPERATIONAL","728 Burloak Dr, Burlington, ON L7L 6P3, Canada"," Burlington","https://montfortgrill.com/","43.38864000","-79.74860000","43.39002000","-79.74720000","43.38732000","-79.74990000",False,"ChIJczUrY6JgK4gRjmLLIEDhfkw","97Q2+FH Burlington, Ontario","87M297Q2+FH",2,"4.6","ChIJczUrY6JgK4gRjmLLIEDhfkw","restaurant",560,"montfort mediterranean grill - burloak",244
1101,"Montfort Mediterranean Grill - Appleby","OPERATIONAL","2000 Appleby Line g6, Burlington, ON L7L 6M6, Canada"," Burlington","https://montfortgrill.com/","43.39415000","-79.79140000","43.39537000","-79.79020000","43.39267000","-79.79290000",False,"ChIJRSxYyyNhK4gRk9KjDWtQCHU","96V5+MC Burlington, Ontario","87M296V5+MC",2,"3.8","ChIJRSxYyyNhK4gRk9KjDWtQCHU","restaurant",203,"montfort mediterranean grill - appleby",244
1102,"Booster Juice","OPERATIONAL","3600 Dundas Street, Headon Forest Dr Unit #104, Burlington, ON L7M 4B8, Canada"," Burlington","https://boosterjuice.com/","43.39135000","-79.82340000","43.39271000","-79.82210000","43.39002000","-79.82480000",False,"ChIJP3lBOGFhK4gRl89-8OSZfgs","95RG+HJ Burlington, Ontario","87M295RG+HJ",2,"4.3","ChIJP3lBOGFhK4gRl89-8OSZfgs","food",175,"booster juice",71
1103,"Booster Juice","OPERATIONAL","1220 Brant St #2B, Burlington, ON L7P 1X8, Canada"," Burlington","https://boosterjuice.com/","43.34297000","-79.82550000","43.34442000","-79.82410000","43.34172000","-79.82680000",False,"ChIJ3ej6CPlhK4gRR8HavFeIjxM","85VF+5Q Burlington, Ontario","87M285VF+5Q",2,"4.7","ChIJ3ej6CPlhK4gRR8HavFeIjxM","restaurant",22,"booster juice",71
1104,"Freshly Squeezed.Burlington","OPERATIONAL","777 Guelph Line, Burlington, ON L7R 3N2, Canada"," Burlington","https://freshlysqueezed.ca/","43.34742000","-79.79430000","43.34910000","-79.79350000","43.34640000","-79.79620000",False,"ChIJX7SXJk1hK4gRYlmy-IwywXw","86W4+X7 Burlington, Ontario","87M286W4+X7",2,"3.8","ChIJX7SXJk1hK4gRYlmy-IwywXw","cafe",35,"freshly squeezed.burlington",788
1105,"Swiss Chalet","OPERATIONAL","1950 Appleby Line, Burlington, ON L7L 0B7, Canada"," Burlington","https://www.swisschalet.com/","43.39243000","-79.78930000","43.39387000","-79.78790000","43.39117000","-79.79060000",False,"ChIJIcu-iyFhK4gRMTGCCDmsLLM","96R6+X7 Burlington, Ontario","87M296R6+X7",2,"4.4","ChIJIcu-iyFhK4gRMTGCCDmsLLM","restaurant",1149,"swiss chalet",75
1106,"Swiss Chalet","OPERATIONAL","1220 Brant St Unit 201, Burlington, ON L7P 1X8, Canada"," Burlington","https://www.swisschalet.com/","43.34341000","-79.82570000","43.34478000","-79.82430000","43.34208000","-79.82700000",False,"ChIJCZmoZ_lhK4gR4deg4DZb_kw","85VF+9P Burlington, Ontario","87M285VF+9P",2,"3.4","ChIJCZmoZ_lhK4gR4deg4DZb_kw","restaurant",519,"swiss chalet",75
1107,"RÃ­ RÃ¡ Irish Pub","OPERATIONAL","123 Church St, Burlington, VT 05401, United States"," Burlington","https://www.rira.com/","44.47686000","-73.21280000","44.47833000","-73.21140000","44.47563000","-73.21410000",False,"ChIJpSH7nPd6ykwRJIk6TOwKKCA","FQGP+PV Burlington, Vermont, USA","87P8FQGP+PV",2,"4.2","ChIJpSH7nPd6ykwRJIk6TOwKKCA","restaurant",1168,"rã­ rã¡ irish pub",82
1108,"Kelseys Original Roadhouse","OPERATIONAL","4511 Dundas St, Burlington, ON L7M 5B4, Canada"," Burlington","https://kelseys.ca/","43.40609000","-79.80920000","43.40749000","-79.80790000","43.40479000","-79.81060000",False,"ChIJp944wElhK4gROVC1n-PE570","C54R+C8 Burlington, Ontario","87M2C54R+C8",2,"4.1","ChIJp944wElhK4gROVC1n-PE570","restaurant",854,"kelseys original roadhouse",638
1109,"Mary Brown's Chicken","OPERATIONAL","4490 Fairview St Unit D108, Burlington, ON L7L 5P9, Canada"," Burlington","https://www.marybrowns.com/","43.37262000","-79.76200000","43.37412000","-79.76070000","43.37142000","-79.76340000",False,"ChIJMTWwtRdhK4gRaDjYYCO_rlQ","96FQ+26 Burlington, Ontario","87M296FQ+26",2,"4.4","ChIJMTWwtRdhK4gRaDjYYCO_rlQ","meal_takeaway",124,"mary brown's chicken",628
1110,"Montfort Mediterranean Grill - Waterdown","OPERATIONAL","6 Clappison Ave, Waterdown, ON L0R 2H2, Canada"," Waterdown","https://montfortgrill.com/","43.31860000","-79.91150000","43.31990000","-79.91010000","43.31721000","-79.91280000",False,"ChIJtRZlsTGdLIgRkpULwHJLnDE","839Q+CC Hamilton, Ontario","87M2839Q+CC",2,"4.1","ChIJtRZlsTGdLIgRkpULwHJLnDE","restaurant",355,"montfort mediterranean grill - waterdown",244
1111,"Symposium Cafe Restaurant Waterdown","OPERATIONAL","64 Hamilton St N, Waterdown, ON L0R 2H6, Canada"," Waterdown","https://symposiumcafe.com/","43.33279000","-79.89730000","43.33406000","-79.89590000","43.33136000","-79.89860000",True,"ChIJae2RmEKdLIgRaUX50gEac5U","84M3+43 Hamilton, Ontario","87M284M3+43",2,"4.4","ChIJae2RmEKdLIgRaUX50gEac5U","restaurant",1325,"symposium cafe restaurant waterdown",737
1112,"Swiss Chalet","OPERATIONAL","255 Dundas St E, Waterdown, ON L0R 2H6, Canada"," Waterdown","https://www.swisschalet.com/","43.32999000","-79.89820000","43.33129000","-79.89690000","43.32860000","-79.89960000",False,"ChIJFYN0Pp2dLIgRB0fxW8KMBe0","84H2+XP Hamilton, Ontario","87M284H2+XP",2,"2.9","ChIJFYN0Pp2dLIgRB0fxW8KMBe0","restaurant",133,"swiss chalet",75
1113,"Royal Coachman","OPERATIONAL","1 Main St N, Waterdown, ON L0R 2H5, Canada"," Waterdown","https://www.royalcoachman.ca/","43.33341000","-79.89310000","43.33480000","-79.89180000","43.33210000","-79.89450000",False,"ChIJN42JmmidLIgRuOaKhwti8p0","84M4+8P Hamilton, Ontario","87M284M4+8P",2,"4.3","ChIJN42JmmidLIgRuOaKhwti8p0","restaurant",1074,"royal coachman",1
1114,"Di Marioâ€™s Trattoria","OPERATIONAL","1455 Lakeshore Rd., Burlington, ON L7S 2J1, Canada"," Burlington","http://dimariostrattoria.ca/","43.32435000","-79.79730000","43.32563000","-79.79610000","43.32293000","-79.79880000",False,"ChIJASTluFCcLIgRfhFRlsTZkus","86F3+P3 Burlington, Ontario","87M286F3+P3",3,"4.6","ChIJASTluFCcLIgRfhFRlsTZkus","restaurant",598,"di marioâ€™s trattoria",145
1115,"Spencer's At The Waterfront","OPERATIONAL","1340 Lakeshore Rd., Burlington, ON L7S 1B1, Canada"," Burlington","https://spencers.ca/","43.32052000","-79.80010000","43.32192000","-79.79890000","43.31922000","-79.80160000",False,"ChIJ65ABXzmeLIgRmncYhd7kjAE","85CX+5X Burlington, Ontario","87M285CX+5X",3,"4.2","ChIJ65ABXzmeLIgRmncYhd7kjAE","restaurant",2588,"spencer's at the waterfront",115
1116,"The Keg Steakhouse + Bar - Burlington","OPERATIONAL","3130 S Service Rd, Burlington, ON L7N 3J3, Canada"," Burlington","https://www.kegsteakhouse.com/","43.35473000","-79.79900000","43.35609000","-79.79770000","43.35339000","-79.80040000",False,"ChIJIQBynbhhK4gR7-vWZdkcZ7E","9632+W9 Burlington, Ontario","87M29632+W9",3,"4.5","ChIJIQBynbhhK4gR7-vWZdkcZ7E","restaurant",1949,"the keg steakhouse + bar - burlington",475
1117,"Napoleonâ€™s Steak & Seafood","OPERATIONAL","3455 Fairview St, Burlington, ON L7N 2R4, Canada"," Burlington","http://www.napoleons.ca/","43.35745000","-79.78320000","43.35881000","-79.78170000","43.35611000","-79.78440000",False,"ChIJ8_hXmkxgK4gR9DRWf9vZB_w","9648+XP Burlington, Ontario","87M29648+XP",3,"4.6","ChIJ8_hXmkxgK4gR9DRWf9vZB_w","restaurant",365,"napoleonâ€™s steak & seafood",521
1118,"Fogo de ChÃ£o Brazilian Steakhouse","OPERATIONAL","Burlington Mall, 75 Middlesex Turnpike Space 1630, Burlington, MA 01803, United States"," Burlington","https://fogodechao.com/","42.48444000","-71.21420000","42.48566000","-71.21270000","42.48296000","-71.21540000",False,"ChIJU78XMTie44kRDP-SPoxFg6g","FQMP+Q8 Burlington, Massachusetts, USA","87JCFQMP+Q8",3,"4.7","ChIJU78XMTie44kRDP-SPoxFg6g","restaurant",9093,"fogo de chã£o brazilian steakhouse",857
1119,"Lord Nelson Steak House","OPERATIONAL","650 Plains Rd E, Burlington, ON L7T 2E9, Canada"," Burlington","https://www.lordnelsonsteakhouse.com/","43.32230000","-79.83090000","43.32370000","-79.82950000","43.32100000","-79.83220000",False,"ChIJxXCw5gmeLIgR7dlhb0LOqok","85C9+WM Burlington, Ontario","87M285C9+WM",4,"4.4","ChIJxXCw5gmeLIgR7dlhb0LOqok","restaurant",409,"lord nelson steak house",743
1120,"Loondocks Restaurant","OPERATIONAL","5111 New St, Burlington, ON L7L 1V2, Canada"," Burlington","https://www.loondocks.ca/","43.36909000","-79.75410000","43.37038000","-79.75270000","43.36768000","-79.75540000",False,"ChIJUWLunmJgK4gRMW3-2jTMA6A","969W+J9 Burlington, Ontario","87M2969W+J9",NULL,"4.6","ChIJUWLunmJgK4gRMW3-2jTMA6A","restaurant",403,"loondocks restaurant",677
1121,"Buvette Restaurant and Wine Bar","OPERATIONAL","417 Elizabeth St, Burlington, ON L7R 2L8, Canada"," Burlington","https://buvette.ca/","43.32609000","-79.79580000","43.32741000","-79.79450000","43.32471000","-79.79720000",False,"ChIJlXnuLgA1K4gRBomTWX4mHwQ","86G3+FM Burlington, Ontario","87M286G3+FM",NULL,"4.0","ChIJlXnuLgA1K4gRBomTWX4mHwQ","restaurant",294,"buvette restaurant and wine bar",602
1122,"The Bistro - Eat. Drink. Connect.","OPERATIONAL","1110 Burloak Dr, Burlington, ON L7L 6P8, Canada"," Burlington","https://www.marriott.com","43.39763000","-79.76110000","43.39914000","-79.75960000","43.39644000","-79.76230000",True,"ChIJsaeyP-lhK4gRlnH6DzlFcjg","96XQ+3H Burlington, Ontario","87M296XQ+3H",NULL,"4.1","ChIJsaeyP-lhK4gRlnH6DzlFcjg","restaurant",11,"the bistro - eat. drink. connect.",40
1123,"Pearle's Cafe","OPERATIONAL","3 Elizabeth St, Burlington, ON L7R 0A4, Canada"," Burlington",NULL,"43.32493000","-79.79410000","43.32625000","-79.79280000","43.32355000","-79.79550000",True,"ChIJmRxIFrufLIgR0iirYslFoUE","86F4+X9 Burlington, Ontario","87M286F4+X9",NULL,"4.4","ChIJmRxIFrufLIgR0iirYslFoUE","restaurant",102,"pearle's cafe",439
1124,"Familia Fine Foods","OPERATIONAL","3245 Harvester Rd Unit 17, Burlington, ON L7N 3T7, Canada"," Burlington","https://www.familiafinefoods.com/","43.35710000","-79.79370000","43.35851000","-79.79220000","43.35581000","-79.79490000",False,"ChIJX4otELdhK4gRpfssR8lMhZI","9644+RG Burlington, Ontario","87M29644+RG",NULL,"4.9","ChIJX4otELdhK4gRpfssR8lMhZI","grocery_or_supermarket",504,"familia fine foods",485
1125,"Urban Dhaba-Burlington","OPERATIONAL","4155 Fairview St Unit 17, Burlington, ON L7L 2A4, Canada"," Burlington","http://www.urbandhaba.ca/","43.36472000","-79.77590000","43.36572000","-79.77400000","43.36302000","-79.77670000",True,"ChIJI97kzilhK4gRiFOwNYaofzY","967F+VM Burlington, Ontario","87M2967F+VM",NULL,"4.0","ChIJI97kzilhK4gRiFOwNYaofzY","restaurant",48,"urban dhaba-burlington",599
1126,"ELeVATOR bistro","OPERATIONAL","446 Pearl St, Burlington, ON L7R 2N1, Canada"," Burlington","http://www.elevatorbistro.ca/","43.32729000","-79.79610000","43.32870000","-79.79460000","43.32600000","-79.79730000",False,"ChIJR5PTz9CfLIgRpA-8AW_MsOo","86G3+WH Burlington, Ontario","87M286G3+WH",NULL,"4.5","ChIJR5PTz9CfLIgRpA-8AW_MsOo","restaurant",160,"elevator bistro",621
1127,"Humble Bean Coffee Bar","OPERATIONAL","3410 Mainway, Burlington, ON L7M 1A8, Canada"," Burlington","http://www.humblebeancoffee.com/","43.36775000","-79.79930000","43.36918000","-79.79780000","43.36648000","-79.80050000",True,"ChIJg22X38lhK4gR28KlAETmhp4","9692+37 Burlington, Ontario","87M29692+37",NULL,"4.7","ChIJg22X38lhK4gR28KlAETmhp4","cafe",107,"humble bean coffee bar",506
1128,"Spiritual Espresso","OPERATIONAL","2463 Mountainside Dr, Burlington, ON L7P 1C9, Canada"," Burlington","https://www.spiritualespresso.com/","43.35528000","-79.81050000","43.35663000","-79.80920000","43.35393000","-79.81190000",True,"ChIJBykqZZJhK4gRuGg8PTuR814","954Q+4Q Burlington, Ontario","87M2954Q+4Q",NULL,"4.8","ChIJBykqZZJhK4gRuGg8PTuR814","cafe",71,"spiritual espresso",376
1129,"Lola Choco Bar And Sweet House","OPERATIONAL","423 Elizabeth St Unit 13, Burlington, ON L7R 2L8, Canada"," Burlington","https://www.lolachoco.com/","43.32630000","-79.79570000","43.32753000","-79.79450000","43.32483000","-79.79720000",True,"ChIJmeC9ubKfLIgRvP0hSYFqKYQ","86G3+GP Burlington, Ontario","87M286G3+GP",NULL,"4.5","ChIJmeC9ubKfLIgRvP0hSYFqKYQ","cafe",359,"lola choco bar and sweet house",607
1130,"Peach Coffee Co. Roseland","OPERATIONAL","419 Guelph Line, Burlington, ON L7R 3L7, Canada"," Burlington","https://peachcoffee.ca/","43.33814000","-79.78450000","43.33942000","-79.78330000","43.33672000","-79.78600000",True,"ChIJ0QlBJtthK4gRaE0HmbRrfnI","86Q8+76 Burlington, Ontario","87M286Q8+76",NULL,"4.9","ChIJ0QlBJtthK4gRaE0HmbRrfnI","cafe",186,"peach coffee co. roseland",9
1131,"Peach Coffee Co. Aldershot","OPERATIONAL","355 Plains Rd E, Burlington, ON L7T 2C8, Canada"," Burlington","https://peachcoffee.ca/","43.31575000","-79.84160000","43.31706000","-79.84020000","43.31436000","-79.84290000",True,"ChIJIaLA41KdLIgR7wPAkEi0OVQ","8585+79 Burlington, Ontario","87M28585+79",NULL,"4.9","ChIJIaLA41KdLIgR7wPAkEi0OVQ","cafe",306,"peach coffee co. aldershot",9
1132,"Nostalgia Games Cafe","OPERATIONAL","2178 Mountain Grove Ave, Burlington, ON L7P 5A8, Canada"," Burlington","http://www.nostalgiagamescafe.com/","43.36749000","-79.82690000","43.36891000","-79.82540000","43.36621000","-79.82810000",False,"ChIJJdiIyClhK4gR7rslROwbATk","958F+X7 Burlington, Ontario","87M2958F+X7",NULL,"4.8","ChIJJdiIyClhK4gR7rslROwbATk","cafe",54,"nostalgia games cafe",304
1133,"Tribeca Coffee Co.","OPERATIONAL","2003 Lakeshore Rd., Burlington, ON L7R 1A1, Canada"," Burlington","https://tribecacoffeeco.com/","43.32473000","-79.79620000","43.32597000","-79.79470000","43.32327000","-79.79740000",True,"ChIJS_3HvZafLIgRaGgzkGg0Gm8","86F3+VG Burlington, Ontario","87M286F3+VG",NULL,"4.9","ChIJS_3HvZafLIgRaGgzkGg0Gm8","cafe",27,"tribeca coffee co.",250
1134,"Ela'es Cafe","OPERATIONAL","5575 N Service Rd, Burlington, ON L7L 6M1, Canada"," Burlington","https://www.elaescafe.ca/","43.39761000","-79.76370000","43.39891000","-79.76220000","43.39621000","-79.76490000",True,"ChIJOdkFksdgK4gRhk04TzklSb8","96XP+2G Burlington, Ontario","87M296XP+2G",NULL,"0.0","ChIJOdkFksdgK4gRhk04TzklSb8","cafe",0,"ela'es cafe",700
1135,"Chika Bean Cafe","OPERATIONAL","3155 Harvester Rd, Burlington, ON L7N 3V2, Canada"," Burlington","https://www.chikabeancafe.com/","43.35419000","-79.79740000","43.35561000","-79.79620000","43.35291000","-79.79890000",False,"ChIJ53bLM2JhK4gRWpWHXGliwwU","9633+M2 Burlington, Ontario","87M29633+M2",NULL,"5.0","ChIJ53bLM2JhK4gRWpWHXGliwwU","cafe",9,"chika bean cafe",478
1136,"A-OK Cafe","OPERATIONAL","900 Maple Ave, Burlington, ON L7S 2J8, Canada"," Burlington","https://www.aokcafe.com/","43.32543000","-79.82030000","43.32678000","-79.81910000","43.32408000","-79.82180000",False,"ChIJzbzbtDKfLIgRcxkAXi3wcVg","85GH+5V Burlington, Ontario","87M285GH+5V",NULL,"5.0","ChIJzbzbtDKfLIgRcxkAXi3wcVg","cafe",2,"a-ok cafe",829
1137,"koko coffee","OPERATIONAL","2900 Walkers Line, Burlington, ON L7M 4M8, Canada"," Burlington","https://www.kokocoffee.com/","43.39025000","-79.82260000","43.39170000","-79.82140000","43.38900000","-79.82410000",NULL,"ChIJr6Y-fmthK4gRUE9rljjacAs","95RG+4W Burlington, Ontario","87M295RG+4W",NULL,"0.0","ChIJr6Y-fmthK4gRUE9rljjacAs","cafe",0,"koko coffee",431
1138,"Cafe In The Woods","OPERATIONAL","1996 Itabashi Way, Burlington, ON L7M 4J8, Canada"," Burlington","https://www.cafeinthewoods.ca/","43.38228000","-79.80100000","43.38371000","-79.79950000","43.38101000","-79.80220000",NULL,"ChIJl7HxFw5hK4gR2AU1b17TxaQ","95JX+WJ Burlington, Ontario","87M295JX+WJ",NULL,"5.0","ChIJl7HxFw5hK4gR2AU1b17TxaQ","cafe",1,"cafe in the woods",239
1139,"School Specialty Coffee","OPERATIONAL","On Upper Level, across from RW&CO & Apple Store, 900 Maple Ave unit# BB37B, Burlington, ON L7S 2J8, Canada"," Burlington","https://www.schoolspecialtycoffee.com/","43.32448000","-79.81880000","43.32598000","-79.81730000","43.32328000","-79.82000000",False,"ChIJ3SJXuKOfLIgRxOWM886YSK0","85FJ+QF Burlington, Ontario","87M285FJ+QF",NULL,"4.8","ChIJ3SJXuKOfLIgRxOWM886YSK0","cafe",235,"school specialty coffee",869
1140,"The Cupcake Café","OPERATIONAL","900 Maple Ave, Burlington, ON L7S 2J8, Canada"," Burlington","https://www.thecupcakecafe.ca/","43.32448000","-79.81880000","43.32598000","-79.81730000","43.32328000","-79.82000000",False,"ChIJq6qqLg6eLIgRUrP0ui8ee_4","85FJ+QF Burlington, Ontario","87M285FJ+QF",NULL,"4.4","ChIJq6qqLg6eLIgRUrP0ui8ee_4","cafe",25,"the cupcake café",832
1141,"Neighbours Coffee","OPERATIONAL","5600 Mainway, Burlington, ON L7L 6C4, Canada"," Burlington","https://www.neighbourscoffee.com/","43.40103000","-79.76550000","43.40239000","-79.76420000","43.39969000","-79.76690000",True,"ChIJZ8d39shgK4gRarzDGZTeOc8","C62M+9R Burlington, Ontario","87M2C62M+9R",NULL,"5.0","ChIJZ8d39shgK4gRarzDGZTeOc8","cafe",1,"neighbours coffee",702
1142,"Lakeside Bistro","OPERATIONAL","399 Elizabeth St, Burlington, ON L7R 0A4, Canada"," Burlington","https://www.lakesidebistro.ca/","43.32554000","-79.79470000","43.32679000","-79.79350000","43.32409000","-79.79620000",NULL,"ChIJd7IYXgifLIgR1INq0JWV_Sw","86G4+64 Burlington, Ontario","87M286G4+64",NULL,"4.0","ChIJd7IYXgifLIgR1INq0JWV_Sw","restaurant",1,"lakeside bistro",574
1143,"Blk Swan Kitchen Hub Downtown Burlington","OPERATIONAL","380 Brant St, Burlington, ON L7R 2E8, Canada"," Burlington","https://www.blkswan.ca/","43.32500000","-79.79730000","43.32642000","-79.79580000","43.32372000","-79.79850000",False,"ChIJteGht-2fLIgR8kZrE6LhQC4","86F3+X3 Burlington, Ontario","87M286F3+X3",NULL,"4.4","ChIJteGht-2fLIgR8kZrE6LhQC4","restaurant",161,"blk swan kitchen hub downtown burlington",508
1144,"400 Brant Kitchen and Bar","OPERATIONAL","400 Brant St, Burlington, ON L7R 2G2, Canada"," Burlington","https://www.400brant.com/","43.32549000","-79.79800000","43.32676000","-79.79660000","43.32406000","-79.79930000",False,"ChIJZdbpi3OfLIgRBD9b9gIh_qk","86G2+5Q Burlington, Ontario","87M286G2+5Q",NULL,"4.2","ChIJZdbpi3OfLIgRBD9b9gIh_qk","restaurant",86,"400 brant kitchen and bar",580
1145,"Haritna Burlington","OPERATIONAL","4045 Harvester Rd, Burlington, ON L7L 5J1, Canada"," Burlington","https://www.haritnaburlington.com/","43.36405000","-79.78290000","43.36522000","-79.78130000","43.36252000","-79.78400000",False,"ChIJYdgIOrphK4gRSyi3vxB5oYM","9678+JR Burlington, Ontario","87M29678+JR",NULL,"4.7","ChIJYdgIOrphK4gRSyi3vxB5oYM","restaurant",277,"haritna burlington",588
